id,pokemon,species_id,height,weight,base_experience,type_1,type_2,attack,defense,hp,special_attack,special_defense,speed,ability_1,ability_2,ability_hidden,color_1,color_2,color_f,egg_group_1,egg_group_2,url_image,generation_id,evolves_from_species_id,evolution_chain_id,shape_id,shape
533,gurdurr,533,12,400,142,fighting,,105,85,85,40,50,40,guts,sheer-force,iron-fist,#C03028,,,humanshape,,533.png,5,532,272,12,humanoid
534,conkeldurr,534,14,870,227,fighting,,140,95,105,55,65,45,guts,sheer-force,iron-fist,#C03028,,,humanshape,,534.png,5,533,272,12,humanoid
535,tympole,535,5,45,59,water,,50,40,50,50,40,64,swift-swim,hydration,water-absorb,#6890F0,,,water1,,535.png,5,,273,3,fish
536,palpitoad,536,8,170,134,water,ground,65,55,75,65,55,69,swift-swim,hydration,water-absorb,#6890F0,#E0C068,#859BCF,water1,,536.png,5,535,273,6,upright
537,seismitoad,537,15,620,229,water,ground,95,75,105,85,75,74,swift-swim,poison-touch,water-absorb,#6890F0,#E0C068,#859BCF,water1,,537.png,5,536,273,12,humanoid
538,throh,538,13,555,163,fighting,,100,85,120,30,85,45,guts,inner-focus,mold-breaker,#C03028,,,humanshape,,538.png,5,,274,12,humanoid
539,sawk,539,14,510,163,fighting,,125,75,75,30,75,85,sturdy,inner-focus,mold-breaker,#C03028,,,humanshape,,539.png,5,,275,12,humanoid
540,sewaddle,540,3,25,62,bug,grass,53,70,45,40,60,42,swarm,chlorophyll,overcoat,#A8B820,#78C850,#9CBB2B,bug,,540.png,5,,276,14,armor
541,swadloon,541,5,73,133,bug,grass,63,90,55,50,80,42,leaf-guard,chlorophyll,overcoat,#A8B820,#78C850,#9CBB2B,bug,,541.png,5,540,276,4,arms
542,leavanny,542,12,205,225,bug,grass,103,80,75,70,80,92,swarm,chlorophyll,overcoat,#A8B820,#78C850,#9CBB2B,bug,,542.png,5,541,276,12,humanoid
543,venipede,543,4,53,52,bug,poison,45,59,30,30,39,57,poison-point,swarm,speed-boost,#A8B820,#A040A0,#A69A3F,bug,,543.png,5,,277,14,armor
544,whirlipede,544,12,585,126,bug,poison,55,99,40,40,79,47,poison-point,swarm,speed-boost,#A8B820,#A040A0,#A69A3F,bug,,544.png,5,543,277,1,ball
545,scolipede,545,25,2005,218,bug,poison,100,89,60,55,69,112,poison-point,swarm,speed-boost,#A8B820,#A040A0,#A69A3F,bug,,545.png,5,544,277,14,armor
546,cottonee,546,3,6,56,grass,fairy,27,60,40,37,50,66,prankster,infiltrator,chlorophyll,#78C850,#EE99AC,#94BC66,fairy,plant,546.png,5,,278,1,ball
547,whimsicott,547,7,66,168,grass,fairy,67,85,60,77,75,116,prankster,infiltrator,chlorophyll,#78C850,#EE99AC,#94BC66,fairy,plant,547.png,5,546,278,12,humanoid
548,petilil,548,5,66,56,grass,,35,50,45,70,50,30,chlorophyll,own-tempo,leaf-guard,#78C850,,,plant,,548.png,5,,279,5,blob
549,lilligant,549,11,163,168,grass,,60,75,70,110,75,90,chlorophyll,own-tempo,leaf-guard,#78C850,,,plant,,549.png,5,548,279,5,blob
550,basculin-red-striped,550,10,180,161,water,,92,65,70,80,55,98,reckless,adaptability,mold-breaker,#6890F0,,,water2,,550.png,5,,280,3,fish
551,sandile,551,7,152,58,ground,dark,72,35,50,35,35,65,intimidate,moxie,anger-point,#E0C068,#705848,#C4A660,ground,,551.png,5,,281,8,quadruped
552,krokorok,552,10,334,123,ground,dark,82,45,60,45,45,74,intimidate,moxie,anger-point,#E0C068,#705848,#C4A660,ground,,552.png,5,551,281,8,quadruped
553,krookodile,553,15,963,234,ground,dark,117,80,95,65,70,92,intimidate,moxie,anger-point,#E0C068,#705848,#C4A660,ground,,553.png,5,552,281,6,upright
554,darumaka,554,6,375,63,fire,,90,45,70,15,45,50,hustle,,inner-focus,#F08030,,,ground,,554.png,5,,282,12,humanoid
555,darmanitan-standard,555,13,929,168,fire,,140,55,105,30,55,95,sheer-force,,zen-mode,#F08030,,,ground,,555.png,5,554,282,8,quadruped
556,maractus,556,10,280,161,grass,,86,67,75,106,67,60,water-absorb,chlorophyll,storm-drain,#78C850,,,plant,,556.png,5,,283,5,blob
557,dwebble,557,3,145,65,bug,rock,65,85,50,35,35,55,sturdy,shell-armor,weak-armor,#A8B820,#B8A038,#ABB225,bug,mineral,557.png,5,,284,14,armor
558,crustle,558,14,2000,166,bug,rock,95,125,70,65,75,45,sturdy,shell-armor,weak-armor,#A8B820,#B8A038,#ABB225,bug,mineral,558.png,5,557,284,14,armor
559,scraggy,559,6,118,70,dark,fighting,75,70,50,35,70,48,shed-skin,moxie,intimidate,#705848,#C03028,#834E40,ground,dragon,559.png,5,,285,6,upright
560,scrafty,560,11,300,171,dark,fighting,90,115,65,45,115,58,shed-skin,moxie,intimidate,#705848,#C03028,#834E40,ground,dragon,560.png,5,559,285,6,upright
561,sigilyph,561,14,140,172,psychic,flying,58,80,72,103,80,97,wonder-skin,magic-guard,tinted-lens,#F85888,#A890F0,#E465A1,flying,,561.png,5,,286,9,wings
562,yamask,562,5,15,61,ghost,,30,85,38,55,65,30,mummy,,,#705898,,,mineral,indetermite,562.png,5,,287,4,arms
563,cofagrigus,563,17,765,169,ghost,,50,145,58,95,105,30,mummy,,,#705898,,,mineral,indetermite,563.png,5,562,287,5,blob
564,tirtouga,564,7,165,71,water,rock,78,103,54,53,45,22,solid-rock,sturdy,swift-swim,#6890F0,#B8A038,#7B93C3,water1,water3,564.png,5,,288,8,quadruped
565,carracosta,565,12,810,173,water,rock,108,133,74,83,65,32,solid-rock,sturdy,swift-swim,#6890F0,#B8A038,#7B93C3,water1,water3,565.png,5,564,288,6,upright
566,archen,566,5,95,71,rock,flying,112,45,55,74,45,70,defeatist,,,#B8A038,#A890F0,#B49C64,flying,water3,566.png,5,,289,9,wings
567,archeops,567,14,320,177,rock,flying,140,65,75,112,65,110,defeatist,,,#B8A038,#A890F0,#B49C64,flying,water3,567.png,5,566,289,9,wings
568,trubbish,568,6,310,66,poison,,50,62,50,40,62,65,stench,sticky-hold,aftermath,#A040A0,,,mineral,,568.png,5,,290,12,humanoid
569,garbodor,569,19,1073,166,poison,,95,82,80,60,82,75,stench,weak-armor,aftermath,#A040A0,,,mineral,,569.png,5,568,290,12,humanoid
570,zorua,570,7,125,66,dark,,65,40,40,80,40,65,illusion,,,#705848,,,ground,,570.png,5,,291,8,quadruped
571,zoroark,571,16,811,179,dark,,105,60,60,120,60,105,illusion,,,#705848,,,ground,,571.png,5,570,291,6,upright
572,minccino,572,4,58,60,normal,,50,40,55,40,40,75,cute-charm,technician,skill-link,#A8A878,,,ground,,572.png,5,,292,8,quadruped
573,cinccino,573,5,75,165,normal,,95,60,75,65,60,115,cute-charm,technician,skill-link,#A8A878,,,ground,,573.png,5,572,292,8,quadruped
574,gothita,574,4,58,58,psychic,,30,50,45,55,65,45,frisk,competitive,shadow-tag,#F85888,,,humanshape,,574.png,5,,293,12,humanoid
575,gothorita,575,7,180,137,psychic,,45,70,60,75,85,55,frisk,competitive,shadow-tag,#F85888,,,humanshape,,575.png,5,574,293,12,humanoid
576,gothitelle,576,15,440,221,psychic,,55,95,70,95,110,65,frisk,competitive,shadow-tag,#F85888,,,humanshape,,576.png,5,575,293,12,humanoid
577,solosis,577,3,10,58,psychic,,30,40,45,105,50,20,overcoat,magic-guard,regenerator,#F85888,,,indetermite,,577.png,5,,294,1,ball
578,duosion,578,6,80,130,psychic,,40,50,65,125,60,30,overcoat,magic-guard,regenerator,#F85888,,,indetermite,,578.png,5,577,294,1,ball
579,reuniclus,579,10,201,221,psychic,,65,75,110,125,85,30,overcoat,magic-guard,regenerator,#F85888,,,indetermite,,579.png,5,578,294,4,arms
580,ducklett,580,5,55,61,water,flying,44,50,62,44,50,55,keen-eye,big-pecks,hydration,#6890F0,#A890F0,#7790F0,water1,flying,580.png,5,,295,9,wings
581,swan,581,13,242,166,water,flying,87,63,75,87,63,98,keen-eye,big-pecks,hydration,#6890F0,#A890F0,#7790F0,water1,flying,581.png,5,580,295,9,wings
582,vanillite,582,4,57,61,ice,,50,50,36,65,60,44,ice-body,,weak-armor,#98D8D8,,,mineral,,582.png,5,,296,5,blob
583,vanillish,583,11,410,138,ice,,65,65,51,80,75,59,ice-body,,weak-armor,#98D8D8,,,mineral,,583.png,5,582,296,5,blob
584,vanilluxe,584,13,575,241,ice,,95,85,71,110,95,79,ice-body,,weak-armor,#98D8D8,,,mineral,,584.png,5,583,296,11,heads
585,deerling,585,6,195,67,normal,grass,60,50,60,40,50,75,chlorophyll,sap-sipper,serene-grace,#A8A878,#78C850,#9CAF6E,ground,,585.png,5,,297,8,quadruped
586,sawsbuck,586,19,925,166,normal,grass,100,70,80,60,70,95,chlorophyll,sap-sipper,serene-grace,#A8A878,#78C850,#9CAF6E,ground,,586.png,5,585,297,8,quadruped
587,emolga,587,4,50,150,electric,flying,75,60,55,75,60,103,static,,motor-drive,#F8D030,#A890F0,#E4C05E,ground,,587.png,5,,298,8,quadruped
588,karrablast,588,5,59,63,bug,,75,45,50,40,45,60,swarm,shed-skin,no-guard,#A8B820,,,bug,,588.png,5,,299,12,humanoid
589,escavalier,589,10,330,173,bug,steel,135,105,70,60,105,20,swarm,shell-armor,overcoat,#A8B820,#B8B8D0,#ABB84A,bug,,589.png,5,588,299,4,arms
590,foongus,590,2,10,59,grass,poison,55,45,69,55,55,15,effect-spore,,regenerator,#78C850,#A040A0,#81A763,plant,,590.png,5,,300,4,arms
591,amoonguss,591,6,105,162,grass,poison,85,70,114,85,80,30,effect-spore,,regenerator,#78C850,#A040A0,#81A763,plant,,591.png,5,590,300,4,arms
592,frillish,592,12,330,67,water,ghost,40,50,55,65,85,40,water-absorb,cursed-body,damp,#6890F0,#705898,#6982DA,indetermite,,592.png,5,,301,10,tentacles
593,jellicent,593,22,1350,168,water,ghost,60,70,100,85,105,60,water-absorb,cursed-body,damp,#6890F0,#705898,#6982DA,indetermite,,593.png,5,592,301,10,tentacles
594,alomomola,594,12,316,165,water,,75,80,165,40,45,65,healer,hydration,regenerator,#6890F0,,,water1,water2,594.png,5,,302,3,fish
595,joltik,595,1,6,64,bug,electric,47,50,50,57,50,65,compound-eyes,unnerve,swarm,#A8B820,#F8D030,#BBBD23,bug,,595.png,5,,303,14,armor
596,galvantula,596,8,143,165,bug,electric,77,60,70,97,60,108,compound-eyes,unnerve,swarm,#A8B820,#F8D030,#BBBD23,bug,,596.png,5,595,303,14,armor
597,ferroseed,597,6,188,61,grass,steel,50,91,44,24,86,10,iron-barbs,,,#78C850,#B8B8D0,#87C46F,plant,mineral,597.png,5,,304,1,ball
598,ferrothorn,598,10,1100,171,grass,steel,94,131,74,54,116,20,iron-barbs,,anticipation,#78C850,#B8B8D0,#87C46F,plant,mineral,598.png,5,597,304,10,tentacles
599,klink,599,3,210,60,steel,,55,70,40,45,60,30,plus,minus,clear-body,#B8B8D0,,,mineral,,599.png,5,,305,11,heads
600,klang,600,6,510,154,steel,,80,95,60,70,85,50,plus,minus,clear-body,#B8B8D0,,,mineral,,600.png,5,599,305,11,heads
601,klinklang,601,6,810,234,steel,,100,115,60,70,85,90,plus,minus,clear-body,#B8B8D0,,,mineral,,601.png,5,600,305,11,heads
602,tynamo,602,2,3,55,electric,,55,40,35,45,40,60,levitate,,,#F8D030,,,indetermite,,602.png,5,,306,3,fish
603,eelektrik,603,12,220,142,electric,,85,70,65,75,70,40,levitate,,,#F8D030,,,indetermite,,603.png,5,602,306,3,fish
604,eelektross,604,21,805,232,electric,,115,80,85,105,80,50,levitate,,,#F8D030,,,indetermite,,604.png,5,603,306,3,fish
605,elgyem,605,5,90,67,psychic,,55,55,55,85,55,30,telepathy,synchronize,alytic,#F85888,,,humanshape,,605.png,5,,307,6,upright
606,beheeyem,606,10,345,170,psychic,,75,75,75,125,95,40,telepathy,synchronize,alytic,#F85888,,,humanshape,,606.png,5,605,307,12,humanoid
607,litwick,607,3,31,55,ghost,fire,30,55,50,65,55,20,flash-fire,flame-body,infiltrator,#705898,#F08030,#8F617E,indetermite,,607.png,5,,308,5,blob
608,lampent,608,6,130,130,ghost,fire,40,60,60,95,60,55,flash-fire,flame-body,infiltrator,#705898,#F08030,#8F617E,indetermite,,608.png,5,607,308,4,arms
609,chandelure,609,10,343,234,ghost,fire,55,90,60,145,90,80,flash-fire,flame-body,infiltrator,#705898,#F08030,#8F617E,indetermite,,609.png,5,608,308,4,arms
610,axew,610,6,180,64,dragon,,87,60,46,30,40,57,rivalry,mold-breaker,unnerve,#7038F8,,,monster,dragon,610.png,5,,309,6,upright
611,fraxure,611,10,360,144,dragon,,117,70,66,40,50,67,rivalry,mold-breaker,unnerve,#7038F8,,,monster,dragon,611.png,5,610,309,6,upright
612,haxorus,612,18,1055,243,dragon,,147,90,76,60,70,97,rivalry,mold-breaker,unnerve,#7038F8,,,monster,dragon,612.png,5,611,309,6,upright
613,cubchoo,613,5,85,61,ice,,70,40,55,60,40,40,snow-cloak,,rattled,#98D8D8,,,ground,,613.png,5,,310,6,upright
614,beartic,614,26,2600,170,ice,,110,80,95,70,80,50,snow-cloak,,swift-swim,#98D8D8,,,ground,,614.png,5,613,310,8,quadruped
615,cryogol,615,11,1480,170,ice,,50,30,70,95,135,105,levitate,,,#98D8D8,,,mineral,,615.png,5,,311,1,ball
616,shelmet,616,4,77,61,bug,,40,85,50,40,65,25,hydration,shell-armor,overcoat,#A8B820,,,bug,,616.png,5,,312,1,ball
617,accelgor,617,8,253,173,bug,,70,40,80,100,60,145,hydration,sticky-hold,unburden,#A8B820,,,bug,,617.png,5,616,312,4,arms
618,stunfisk,618,7,110,165,ground,electric,66,84,109,81,99,32,static,limber,sand-veil,#E0C068,#F8D030,#E5C35A,water1,indetermite,618.png,5,,313,3,fish
619,mienfoo,619,9,200,70,fighting,,85,50,45,55,50,65,inner-focus,regenerator,reckless,#C03028,,,ground,humanshape,619.png,5,,314,6,upright
620,mienshao,620,14,355,179,fighting,,125,60,65,95,60,105,inner-focus,regenerator,reckless,#C03028,,,ground,humanshape,620.png,5,619,314,6,upright
621,druddigon,621,16,1390,170,dragon,,120,90,77,60,90,48,rough-skin,sheer-force,mold-breaker,#7038F8,,,monster,dragon,621.png,5,,315,6,upright
622,golett,622,10,920,61,ground,ghost,74,50,59,35,50,35,iron-fist,klutz,no-guard,#E0C068,#705898,#C4A673,mineral,,622.png,5,,316,12,humanoid
623,golurk,623,28,3300,169,ground,ghost,124,80,89,55,80,55,iron-fist,klutz,no-guard,#E0C068,#705898,#C4A673,mineral,,623.png,5,622,316,12,humanoid
624,pawniard,624,5,102,68,dark,steel,85,70,45,40,40,60,defiant,inner-focus,pressure,#705848,#B8B8D0,#816F68,humanshape,,624.png,5,,317,12,humanoid
625,bisharp,625,16,700,172,dark,steel,125,100,65,60,70,70,defiant,inner-focus,pressure,#705848,#B8B8D0,#816F68,humanshape,,625.png,5,624,317,12,humanoid
626,bouffalant,626,16,946,172,normal,,110,95,95,40,95,55,reckless,sap-sipper,soundproof,#A8A878,,,ground,,626.png,5,,318,8,quadruped
627,rufflet,627,5,105,70,normal,flying,83,50,70,37,50,60,keen-eye,sheer-force,hustle,#A8A878,#A890F0,#A8A295,flying,,627.png,5,,319,9,wings
628,braviary,628,15,410,179,normal,flying,123,75,100,57,75,80,keen-eye,sheer-force,defiant,#A8A878,#A890F0,#A8A295,flying,,628.png,5,627,319,9,wings
629,vullaby,629,5,90,74,dark,flying,55,75,70,45,65,60,big-pecks,overcoat,weak-armor,#705848,#A890F0,#7D6570,flying,,629.png,5,,320,9,wings
630,mandibuzz,630,12,395,179,dark,flying,65,105,110,55,95,80,big-pecks,overcoat,weak-armor,#705848,#A890F0,#7D6570,flying,,630.png,5,629,320,9,wings
631,heatmor,631,14,580,169,fire,,97,66,85,105,66,65,gluttony,flash-fire,white-smoke,#F08030,,,ground,,631.png,5,,321,6,upright
632,durant,632,3,330,169,bug,steel,109,112,58,48,48,109,swarm,hustle,truant,#A8B820,#B8B8D0,#ABB84A,bug,,632.png,5,,322,14,armor
633,deino,633,8,173,60,dark,dragon,65,50,52,45,50,38,hustle,,,#705848,#7038F8,#705072,dragon,,633.png,5,,323,8,quadruped
634,zweilous,634,14,500,147,dark,dragon,85,70,72,65,70,58,hustle,,,#705848,#7038F8,#705072,dragon,,634.png,5,633,323,8,quadruped
635,hydreigon,635,18,1600,270,dark,dragon,105,90,92,125,90,98,levitate,,,#705848,#7038F8,#705072,dragon,,635.png,5,634,323,6,upright
636,larvesta,636,11,288,72,bug,fire,85,55,55,50,55,60,flame-body,,swarm,#A8B820,#F08030,#B9AA23,bug,,636.png,5,,324,14,armor
637,volcaro,637,16,460,248,bug,fire,60,65,85,135,105,100,flame-body,,swarm,#A8B820,#F08030,#B9AA23,bug,,637.png,5,636,324,13,bug-wings
638,cobalion,638,21,2500,261,steel,fighting,90,129,91,90,72,108,justified,,,#B8B8D0,#C03028,#B997A7,no-eggs,,638.png,5,,325,8,quadruped
639,terrakion,639,19,2600,261,rock,fighting,129,90,91,72,90,108,justified,,,#B8A038,#C03028,#B98434,no-eggs,,639.png,5,,326,8,quadruped
640,virizion,640,20,2000,261,grass,fighting,90,72,91,90,129,108,justified,,,#78C850,#C03028,#89A346,no-eggs,,640.png,5,,327,8,quadruped
641,tordus-incarte,641,15,630,261,flying,,115,70,79,125,80,111,prankster,,defiant,#A890F0,,,no-eggs,,641.png,5,,328,4,arms
642,thundurus-incarte,642,15,610,261,electric,flying,115,70,79,125,80,111,prankster,,defiant,#F8D030,#A890F0,#E4C05E,no-eggs,,642.png,5,,329,4,arms
643,reshiram,643,32,3300,306,dragon,fire,120,100,100,150,120,90,turboblaze,,,#7038F8,#F08030,#8F49C7,no-eggs,,643.png,5,,330,9,wings
644,zekrom,644,29,3450,306,dragon,electric,150,120,100,120,100,90,teravolt,,,#7038F8,#F8D030,#905CC7,no-eggs,,644.png,5,,331,6,upright
645,landorus-incarte,645,15,680,270,ground,flying,125,90,89,115,80,101,sand-force,,sheer-force,#E0C068,#A890F0,#D2B488,no-eggs,,645.png,5,,332,4,arms
646,kyurem,646,30,3250,297,dragon,ice,130,90,125,130,90,95,pressure,,,#7038F8,#98D8D8,#795EF0,no-eggs,,646.png,5,,333,6,upright
647,keldeo-ordiry,647,14,485,261,water,fighting,72,90,91,129,90,108,justified,,,#6890F0,#C03028,#7D78BF,no-eggs,,647.png,5,,334,8,quadruped
648,meloetta-aria,648,6,65,270,normal,psychic,77,77,100,128,128,90,serene-grace,,,#A8A878,#F85888,#BB947B,no-eggs,,648.png,5,,335,12,humanoid
649,genesect,649,15,825,270,bug,steel,120,95,71,120,95,99,download,,,#A8B820,#B8B8D0,#ABB84A,no-eggs,,649.png,5,,336,12,humanoid
650,chespin,650,4,90,63,grass,,61,65,56,48,45,38,overgrow,,bulletproof,#78C850,,,ground,,650.png,6,,337,6,upright
651,quilladin,651,7,290,142,grass,,78,95,61,56,58,57,overgrow,,bulletproof,#78C850,,,ground,,651.png,6,650,337,6,upright
652,chesught,652,16,900,239,grass,fighting,107,122,88,74,75,64,overgrow,,bulletproof,#78C850,#C03028,#89A346,ground,,652.png,6,651,337,6,upright
653,fennekin,653,4,94,61,fire,,45,40,40,62,60,60,blaze,,magician,#F08030,,,ground,,653.png,6,,338,8,quadruped
654,braixen,654,10,145,143,fire,,59,58,59,90,70,73,blaze,,magician,#F08030,,,ground,,654.png,6,653,338,6,upright
655,delphox,655,15,390,240,fire,psychic,69,72,75,114,100,104,blaze,,magician,#F08030,#F85888,#F17645,ground,,655.png,6,654,338,6,upright
656,froakie,656,3,70,63,water,,56,40,41,62,44,71,torrent,,protean,#6890F0,,,water1,,656.png,6,,339,8,quadruped
657,frogadier,657,6,109,142,water,,63,52,54,83,56,97,torrent,,protean,#6890F0,,,water1,,657.png,6,656,339,12,humanoid
658,greninja,658,15,400,239,water,dark,95,67,72,103,71,122,torrent,,protean,#6890F0,#705848,#6982C7,water1,,658.png,6,657,339,12,humanoid
659,bunnelby,659,4,50,47,normal,,36,38,38,32,36,57,pickup,cheek-pouch,huge-power,#A8A878,,,ground,,659.png,6,,340,6,upright
660,diggersby,660,10,424,148,normal,ground,56,77,85,50,77,78,pickup,cheek-pouch,huge-power,#A8A878,#E0C068,#B5AD74,ground,,660.png,6,659,340,6,upright
661,fletchling,661,3,17,56,normal,flying,50,43,45,40,38,62,big-pecks,,gale-wings,#A8A878,#A890F0,#A8A295,flying,,661.png,6,,341,9,wings
662,fletchinder,662,7,160,134,fire,flying,73,55,62,56,52,84,flame-body,,gale-wings,#F08030,#A890F0,#DE835E,flying,,662.png,6,661,341,9,wings
663,talonflame,663,12,245,175,fire,flying,81,71,78,74,69,126,flame-body,,gale-wings,#F08030,#A890F0,#DE835E,flying,,663.png,6,662,341,9,wings
664,scatterbug,664,3,25,40,bug,,35,40,38,27,25,35,shield-dust,compound-eyes,friend-guard,#A8B820,,,bug,,664.png,6,,342,14,armor
665,spewpa,665,3,84,75,bug,,22,60,45,27,30,29,shed-skin,,friend-guard,#A8B820,,,bug,,665.png,6,664,342,5,blob
666,vivillon,666,12,170,185,bug,flying,52,50,80,90,50,89,shield-dust,compound-eyes,friend-guard,#A8B820,#A890F0,#A8AE52,bug,,666.png,6,665,342,13,bug-wings
667,litleo,667,6,135,74,fire,normal,50,58,62,73,54,72,rivalry,unnerve,moxie,#F08030,#A8A878,#DE8941,ground,,667.png,6,,343,8,quadruped
668,pyroar,668,15,815,177,fire,normal,68,72,86,109,66,106,rivalry,unnerve,moxie,#F08030,#A8A878,#DE8941,ground,,668.png,6,667,343,8,quadruped
669,flabebe,669,1,1,61,fairy,,38,39,44,61,79,42,flower-veil,,symbiosis,#EE99AC,,,fairy,,669.png,6,,344,4,arms
670,floette,670,2,9,130,fairy,,45,47,54,75,98,52,flower-veil,,symbiosis,#EE99AC,,,fairy,,670.png,6,669,344,4,arms
671,florges,671,11,100,248,fairy,,65,68,78,112,154,75,flower-veil,,symbiosis,#EE99AC,,,fairy,,671.png,6,670,344,4,arms
672,skiddo,672,9,310,70,grass,,65,48,66,62,57,52,sap-sipper,,grass-pelt,#78C850,,,ground,,672.png,6,,345,8,quadruped
673,gogoat,673,17,910,186,grass,,100,62,123,97,81,68,sap-sipper,,grass-pelt,#78C850,,,ground,,673.png,6,672,345,8,quadruped
674,pancham,674,6,80,70,fighting,,82,62,67,46,48,43,iron-fist,mold-breaker,scrappy,#C03028,,,ground,humanshape,674.png,6,,346,6,upright
675,pangoro,675,21,1360,173,fighting,dark,124,78,95,69,71,58,iron-fist,mold-breaker,scrappy,#C03028,#705848,#AC392F,ground,humanshape,675.png,6,674,346,12,humanoid
676,furfrou,676,12,280,165,normal,,80,60,75,65,90,102,fur-coat,,,#A8A878,,,ground,,676.png,6,,347,8,quadruped
677,espurr,677,3,35,71,psychic,,48,54,62,63,60,68,keen-eye,infiltrator,own-tempo,#F85888,,,ground,,677.png,6,,348,6,upright
678,meowstic-male,678,6,85,163,psychic,,48,76,74,83,81,104,keen-eye,infiltrator,prankster,#F85888,,,ground,,678.png,6,677,348,6,upright
679,honedge,679,8,20,65,steel,ghost,80,100,45,35,37,28,no-guard,,,#B8B8D0,#705898,#A6A0C2,mineral,,679.png,6,,349,5,blob
680,doublade,680,8,45,157,steel,ghost,110,150,59,45,49,35,no-guard,,,#B8B8D0,#705898,#A6A0C2,mineral,,680.png,6,679,349,11,heads
681,aegislash-shield,681,17,530,234,steel,ghost,50,150,60,50,150,60,stance-change,,,#B8B8D0,#705898,#A6A0C2,mineral,,681.png,6,680,349,5,blob
682,spritzee,682,2,5,68,fairy,,52,60,78,63,65,23,healer,,aroma-veil,#EE99AC,,,fairy,,682.png,6,,350,4,arms
683,aromatisse,683,8,155,162,fairy,,72,72,101,99,89,29,healer,,aroma-veil,#EE99AC,,,fairy,,683.png,6,682,350,12,humanoid
684,swirlix,684,4,35,68,fairy,,48,66,62,59,57,49,sweet-veil,,unburden,#EE99AC,,,fairy,,684.png,6,,351,7,legs
685,slurpuff,685,8,50,168,fairy,,80,86,82,85,75,72,sweet-veil,,unburden,#EE99AC,,,fairy,,685.png,6,684,351,12,humanoid
686,inkay,686,4,35,58,dark,psychic,54,53,53,37,46,45,contrary,suction-cups,infiltrator,#705848,#F85888,#905857,water1,water2,686.png,6,,352,10,tentacles
687,malamar,687,15,470,169,dark,psychic,92,88,86,68,75,73,contrary,suction-cups,infiltrator,#705848,#F85888,#905857,water1,water2,687.png,6,686,352,5,blob
688,binacle,688,5,310,61,rock,water,52,67,42,39,56,50,tough-claws,sniper,pickpocket,#B8A038,#6890F0,#A49C64,water3,,688.png,6,,353,11,heads
689,barbaracle,689,13,960,175,rock,water,105,115,72,54,86,68,tough-claws,sniper,pickpocket,#B8A038,#6890F0,#A49C64,water3,,689.png,6,688,353,11,heads
690,skrelp,690,5,73,64,poison,water,60,60,50,60,60,30,poison-point,poison-touch,adaptability,#A040A0,#6890F0,#9253B3,water1,dragon,690.png,6,,354,5,blob
691,dragalge,691,18,815,173,poison,dragon,75,90,65,97,123,44,poison-point,poison-touch,adaptability,#A040A0,#7038F8,#943EB5,water1,dragon,691.png,6,690,354,5,blob
692,clauncher,692,5,83,66,water,,53,62,50,58,63,44,mega-launcher,,,#6890F0,,,water1,water3,692.png,6,,355,14,armor
693,clawitzer,693,13,353,100,water,,73,88,71,120,89,59,mega-launcher,,,#6890F0,,,water1,water3,693.png,6,692,355,2,squiggle
694,helioptile,694,5,60,58,electric,normal,38,33,44,61,43,70,dry-skin,sand-veil,solar-power,#F8D030,#A8A878,#E4C641,monster,dragon,694.png,6,,356,6,upright
695,heliolisk,695,10,210,168,electric,normal,55,52,62,109,94,109,dry-skin,sand-veil,solar-power,#F8D030,#A8A878,#E4C641,monster,dragon,695.png,6,694,356,6,upright
696,tyrunt,696,8,260,72,rock,dragon,89,77,58,45,45,48,strong-jaw,,sturdy,#B8A038,#7038F8,#A68666,monster,dragon,696.png,6,,357,6,upright
697,tyrantrum,697,25,2700,182,rock,dragon,121,119,82,69,59,71,strong-jaw,,rock-head,#B8A038,#7038F8,#A68666,monster,dragon,697.png,6,696,357,6,upright
698,amaura,698,13,252,72,rock,ice,59,50,77,67,63,46,refrigerate,,snow-warning,#B8A038,#98D8D8,#B0AD5E,monster,,698.png,6,,358,8,quadruped
699,aurorus,699,27,2250,104,rock,ice,77,72,123,99,92,58,refrigerate,,snow-warning,#B8A038,#98D8D8,#B0AD5E,monster,,699.png,6,698,358,8,quadruped
700,sylveon,700,10,235,184,fairy,,65,65,95,110,130,60,cute-charm,,pixilate,#EE99AC,,,ground,,700.png,6,133,67,8,quadruped
701,hawlucha,701,8,215,175,fighting,flying,92,75,78,74,63,118,limber,unburden,mold-breaker,#C03028,#A890F0,#BA4758,humanshape,,701.png,6,,359,12,humanoid
702,dedenne,702,2,22,151,electric,fairy,58,57,67,81,67,101,cheek-pouch,pickup,plus,#F8D030,#EE99AC,#F5C24E,ground,fairy,702.png,6,,360,6,upright
703,carbink,703,3,57,100,rock,fairy,50,150,50,50,150,50,clear-body,,sturdy,#B8A038,#EE99AC,#C59E54,fairy,mineral,703.png,6,,361,1,ball
704,goomy,704,3,28,60,dragon,,50,35,45,55,75,40,sap-sipper,hydration,gooey,#7038F8,,,dragon,,704.png,6,,362,2,squiggle
705,sliggoo,705,8,175,158,dragon,,75,53,68,83,113,60,sap-sipper,hydration,gooey,#7038F8,,,dragon,,705.png,6,704,362,2,squiggle
706,goodra,706,20,1505,270,dragon,,100,70,90,110,150,80,sap-sipper,hydration,gooey,#7038F8,,,dragon,,706.png,6,705,362,6,upright
